번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",kapt도로명주소,주소(시도)k-apt주소split,주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-전화번호,k-팩스번호,단지소개기존clob,단지첨부파일,k-세대타입(분양형태),k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-홈페이지,k-등록일자,k-수정일자,고용보험관리번호,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,기타/의무/임대/임의=1/2/3/4,단지승인일,사용허가여부,관리비 업로드,좌표X,좌표Y,단지신청일,LNNO_ADRES,SCHUL_ADRES,TOTL_NWSTD_CNT,SCHUL_DIST,SCHUL_CROSS,초품아
2046,A12079601,독립문극동임대,아파트,서울특별시 서대문구 독립문공원길 17,서울,서대문구,현저동,201번지,독립문공원길,17,023137404,023127404,,,임대,위탁관리,복도식,개별난방,2.0,600,극동건설,SH공사,1998-12-10 00:00:00.0,30819.0,16200.0,16200.0,600.0,0.0,0.0,,happy.i-sh.co.kr/main.do?deptid=70125,,2026-02-09 05:03:19.0,907-00-33426-1,위탁,단일계약,위탁,2003.71,220.0,임대,2013-11-12 16:28:52.0,Y,N,126.9548958,37.5725382,2013-03-07 09:47:02.0,서울특별시 서대문구 현저동 200,서울특별시 서대문구 천연동 13-1,73.0,,,N
2047,A14083101,브라운스톤용산,아파트,서울특별시 용산구 효창원로 88,서울,용산구,용문동,,효창원로,88,0232736384,0232736385,,,분양,위탁관리,계단식,개별난방,4.0,195,이수건설(주),용문구역주택재개발조합,2011-07-05 00:00:00.0,29220.0,15753.0,19913.0,78.0,79.0,38.0,,브라운스톤용산.apti.co.kr,,2026-02-09 04:09:36.0,910-01-063621,위탁,종합계약,위탁,2327.58,224.0,의무,2013-06-23 12:26:15.0,Y,N,126.9591984,37.5362695,2013-03-07 09:47:03.0,서울특별시 용산구 용문동 90 브라운스톤,,,,,N
2048,A13275302,도봉서원제2,아파트,서울특별시 도봉구 마들로 684-20,서울,도봉구,도봉동,641-1,마들로,684-20,0234946058,0234946059,,,임대,위탁관리,복도식,지역난방,4.0,734,"삼익,두원중공업",sh공사,1996-10-12 00:00:00.0,27749.0,17646.0,26691.0,734.0,0.0,0.0,,,,2026-02-09 04:46:00.0,210-80-02214,위탁,,위탁,0.0,160.0,임대,2013-11-20 16:26:00.0,Y,N,127.0474639,37.6704232,2013-03-07 09:47:03.0,서울특별시 도봉구 도봉동 641-1,,,,,N
2049,A15601003,보라매e편한세상,아파트,서울특별시 동작구 보라매로 70,서울,동작구,신대방동,,보라매로,70,028143691,028143692,179.0,,분양,위탁관리,계단식,개별난방,5.0,386,(주)삼호,스톰디엔엠,2010-07-26 00:00:00.0,67443.0,37516.0,37395.0,97.0,135.0,154.0,,,,2026-02-09 05:57:24.0,910-00-92949-1,위탁,단일계약,위탁,4217.5,546.0,의무,2013-06-14 13:38:01.0,Y,N,126.9285594,37.4954331,2013-03-07 09:47:03.0,서울특별시 동작구 신대방동 720,서울특별시 동작구 대방동 391-62,102.0,,,N
2050,A13606005,동소문한진임대,아파트,서울특별시 성북구 성북로4길 52,서울,성북구,돈암동,609-1,성북로4길,52,029216985,029216986,,,임대,위탁관리,복도식,중앙난방,1.0,580,한진,한신공영,1998-07-01 00:00:00.0,26523.0,18844.0,24926.0,580.0,0.0,0.0,,,,2026-02-09 04:32:26.0,2098261459,위탁,종합계약,위탁,0.0,96.0,임대,2018-08-10 14:08:33.0,Y,N,127.0102405,37.5949161,2013-03-07 09:47:03.0,서울특별시 성북구 돈암동 609-1,서울특별시 성북구 동소문동6가 27-1,92.0,,,N
2050,A13606005,동소문한진임대,아파트,서울특별시 성북구 성북로4길 52,서울,성북구,돈암동,609-1,성북로4길,52,029216985,029216986,,,임대,위탁관리,복도식,중앙난방,1.0,580,한진,한신공영,1998-07-01 00:00:00.0,26523.0,18844.0,24926.0,580.0,0.0,0.0,,,,2026-02-09 04:32:26.0,2098261459,위탁,종합계약,위탁,0.0,96.0,임대,2018-08-10 14:08:33.0,Y,N,127.0102405,37.5949161,2013-03-07 09:47:03.0,서울특별시 성북구 돈암동 609-1,서울특별시 성북구 동소문동6가 27-1,92.0,,,N
2051,A13676704,정릉풍림아이원임대,아파트,서울특별시 성북구 솔샘로25길 11-14,서울,성북구,정릉동,239-5번지,솔샘로25길,11-14,029124866,029124867,,,임대,위탁관리,복도식,개별난방,2.0,332,풍림산업(주),풍림산업(주),2005-12-28 00:00:00.0,29166.0,10876.0,17501.0,332.0,0.0,0.0,,,,2026-02-09 04:35:12.0,2003-0344122-501,위탁,종합계약,위탁,0.0,234.0,임대,2013-06-23 12:56:19.0,Y,N,127.0073658,37.6159569,2013-03-07 09:47:03.0,서울특별시 성북구 정릉동 239-5,서울특별시 성북구 정릉동 798-1,74.0,,,N
2052,A13611009,길음SHVILLE,아파트,서울특별시 성북구 길음로 74,서울,성북구,길음동,1282-1번지,길음로,74,029154355,029154356,,,임대,위탁관리,복도식,개별난방,1.0,90,(주)한양,SH공사,2008-02-04 00:00:00.0,9395.0,2779.0,4109.0,90.0,0.0,0.0,,http://www.i-sh.co.kr/(우리아파트찾기:길음sh빌 클릭),,2026-02-09 04:36:11.0,2003-0344122-501,위탁,종합계약,기타,0.0,92.0,임대,2018-08-10 14:09:56.0,Y,N,127.0206567,37.610759,2013-03-07 09:47:03.0,서울특별시 성북구 길음동 1282,서울특별시 성북구 길음동 1168,165.0,,,N
2053,A13989702,상계동아불암임대,아파트,서울특별시 노원구 덕릉로112길 13,서울,노원구,상계동,1286번지,덕릉로112길,13,0233915525,0233922295,,,임대,위탁관리,복도식,개별난방,1.0,434,동아건설,동아건설,1999-11-25 00:00:00.0,20507.0,11718.0,18651.0,434.0,0.0,0.0,,"happy.i-sh.co.kr/intor,do",,2026-02-09 04:53:45.0,90700261391,위탁,단일계약,위탁,0.0,126.0,임대,2013-06-23 12:41:53.0,Y,N,127.0786452,37.6662247,2013-03-07 09:47:03.0,서울특별시 노원구 상계동 1286,,,,,N
2054,A12204004,북한산힐스테이트3차아파트,아파트,서울특별시 은평구 불광로 122-10,서울,은평구,불광동,641,불광로,122-10,023533013,023533015,,,분양,위탁관리,계단식,개별난방,19.0,1185,현대건설(주),(불광3구역)주택재개발조합,2010-08-25 00:00:00.0,187208.0,90668.0,90668.0,554.0,518.0,113.0,,bghs3.co.kr,,2026-02-09 04:57:07.0,11082765020,위탁,종합계약,위탁,0.0,1237.0,의무,2014-11-22 09:49:00.0,Y,N,126.9357306,37.6181527,2013-03-07 09:47:03.0,서울특별시 은평구 불광동 641,서울특별시 은평구 불광동 639,44.0,,,N
2055,A12179504,상암월드컵파크9단지,아파트,서울특별시 마포구 월드컵북로 501,서울,마포구,상암동,1752번지,월드컵북로,501,023023396,023023404,,,기타,위탁관리,혼합식,지역난방,16.0,1036,신창건설(주)->우방건설,SH공사,2010-10-14 00:00:00.0,143811.0,72422.0,97982.0,523.0,380.0,133.0,,,,2026-02-09 05:13:35.0,91001250421,위탁,종합계약,위탁,9703.4,1175.0,의무,2013-06-23 15:20:08.0,Y,N,126.8781709,37.5847997,2013-03-07 09:47:04.0,서울특별시 마포구 상암동 1752,서울특별시 마포구 상암동 1737,40.0,,,N
2056,A12179505,상암월드컵파크12단지,아파트,서울특별시 마포구 월드컵북로 502-7,서울,마포구,상암동,1743,월드컵북로,502-7,023023397,023023444,,,기타,위탁관리,혼합식,지역난방,9.0,380,한신공영,SH공사,2010-10-14 00:00:00.0,53911.0,27728.0,37347.0,232.0,86.0,62.0,,상암12단지. apti.co.kr,,2026-02-09 05:13:37.0,910-0125344-1,위탁,단일계약,위탁,4178.55,434.0,의무,2014-12-02 16:22:23.0,Y,N,126.8798182,37.5869909,2013-03-07 09:47:04.0,서울특별시 마포구 상암동 1743,서울특별시 마포구 상암동 1737,40.0,,,N
2057,A12078707,홍제원현대임대,아파트,서울특별시 서대문구 통일로34길 43,서울,서대문구,홍제동,459-1,통일로34길,43,023799324,0232161734,,,임대,위탁관리,복도식,개별난방,2.0,482,,,2000-06-14 00:00:00.0,24740.0,15747.0,22307.0,482.0,0.0,0.0,,,,2026-02-09 05:04:40.0,9090095541,위탁,종합계약,위탁,0.0,159.0,임대,2013-11-20 17:54:06.0,Y,N,126.9505613,37.5866004,2013-03-07 09:47:04.0,서울특별시 서대문구 홍제동 459,서울특별시 서대문구 홍제동 241-113,102.0,,,N
2058,A12078201,인왕산현대,아파트,서울특별시 서대문구 통일로34길 46,서울,서대문구,홍제동,460-1,통일로34길,46,023944236,023941264,,,임대,위탁관리,복도식,개별난방,1.0,246,,,2000-07-05 00:00:00.0,13530.0,8037.0,11567.0,246.0,0.0,0.0,,,,2026-02-09 05:04:28.0,57034869227,위탁,,위탁,0.0,,임대,2013-11-20 18:06:43.0,Y,N,126.9516215,37.5838257,2013-03-07 09:47:04.0,서울특별시 서대문구 홍제동 460,서울특별시 서대문구 홍제동 44,86.0,,,N
2059,A12009001,홍제유원하나제2,아파트,서울특별시 서대문구 세검정로 134,서울,서대문구,홍제동,454,세검정로,134,023797218,023797219,,,임대,위탁관리,복도식,개별난방,1.0,150,유원건설,유원건설,1996-08-07 00:00:00.0,5849.0,4307.0,5849.0,150.0,0.0,0.0,,http://happy.i-sh.co.kr/intro.do,,2026-02-09 05:03:56.0,90900955581,위탁,종합계약,위탁,0.0,0.0,임대,2013-11-20 18:35:46.0,Y,N,126.9523764,37.5951028,2013-03-07 09:47:04.0,서울특별시 서대문구 홍제동 454,서울특별시 서대문구 홍제동 286-5,33.0,,,N
2060,A14272311,SK북한산시티임대,아파트,서울특별시 강북구 솔샘로 174,서울,강북구,미아동,SK아파트,솔샘로,174,029830092,029830094,729.0,FILE_0000000000basic,임대,위탁관리,복도식,개별난방,7.0,1497,sk건설,sk건설,2004-05-07 00:00:00.0,90165.0,49087.0,69283.0,1497.0,0.0,0.0,,happy.i-sh.co.kr,,2026-02-09 04:39:49.0,,위탁,,위탁,0.0,693.0,임대,2016-04-14 14:40:00.0,Y,N,127.0127489,37.6199864,2013-03-07 09:47:04.0,서울특별시 강북구 미아동 1353,서울특별시 강북구 미아동 837-687,37.0,,,N
2060,A14272311,SK북한산시티임대,아파트,서울특별시 강북구 솔샘로 174,서울,강북구,미아동,SK아파트,솔샘로,174,029830092,029830094,729.0,FILE_0000000000basic,임대,위탁관리,복도식,개별난방,7.0,1497,sk건설,sk건설,2004-05-07 00:00:00.0,90165.0,49087.0,69283.0,1497.0,0.0,0.0,,happy.i-sh.co.kr,,2026-02-09 04:39:49.0,,위탁,,위탁,0.0,693.0,임대,2016-04-14 14:40:00.0,Y,N,127.0127489,37.6199864,2013-03-07 09:47:04.0,서울특별시 강북구 미아동 1353,서울특별시 강북구 미아동 1353-10,106.0,,,N
2061,A13974103,상계은빛3단지,아파트,서울특별시 노원구 동일로250길 17,서울,노원구,상계동,1264,동일로250길,17,029383531,029383530,,,임대,위탁관리,혼합식,지역난방,9.0,900,한진건설,서울주택도시공사,1998-09-12 00:00:00.0,54811.0,33170.0,54806.0,900.0,0.0,0.0,,www.i-sh.co.kr,,2026-02-08 04:54:01.0,217-80-03795-0,위탁,단일계약,위탁,4311.61,358.0,임대,2019-03-19 13:41:12.0,Y,N,127.0572807,37.6829881,2013-03-07 09:47:04.0,서울특별시 노원구 상계동 1264,서울특별시 노원구 상계동 1171-2,58.0,,,N
2062,A13176902,신내9단지임대,아파트,서울특별시 중랑구 신내로 127,서울,중랑구,신내동,657,신내로,127,0234211927,0234211928,422.0,,임대,위탁관리,복도식,지역난방,2.0,335,진흥기업(주),서울주택도시공사,1996-06-21 00:00:00.0,19850.0,13346.0,19683.0,335.0,0.0,0.0,,happy.i-sh.co.kr/main.do?deptid=20182,,2026-02-09 04:31:18.0,21680004410,위탁,,위탁,1682.65,172.0,임대,2013-11-21 11:11:18.0,Y,N,127.0947323,37.6119902,2013-03-07 09:47:04.0,서울특별시 중랑구 신내동 657,서울특별시 중랑구 신내동 655,54.0,,,N
2062,A13176902,신내9단지임대,아파트,서울특별시 중랑구 신내로 127,서울,중랑구,신내동,657,신내로,127,0234211927,0234211928,422.0,,임대,위탁관리,복도식,지역난방,2.0,335,진흥기업(주),서울주택도시공사,1996-06-21 00:00:00.0,19850.0,13346.0,19683.0,335.0,0.0,0.0,,happy.i-sh.co.kr/main.do?deptid=20182,,2026-02-09 04:31:18.0,21680004410,위탁,,위탁,1682.65,172.0,임대,2013-11-21 11:11:18.0,Y,N,127.0947323,37.6119902,2013-03-07 09:47:04.0,서울특별시 중랑구 신내동 657,서울특별시 중랑구 신내동 655,54.0,,,N
2063,A41279922,은평뉴타운제각말5단지제2,아파트,서울특별시 은평구 연서로48길 11,서울,은평구,진관동,155,연서로48길,11,023588349,023588350,333.0,,분양,위탁관리,계단식,지역난방,8.0,175,대우건설(주),SH공사,2010-09-08 00:00:00.0,34381.0,18293.0,23156.0,0.0,48.0,127.0,,무,,2026-02-09 05:02:17.0,910-01-23826-1,위탁,단일계약,위탁,4473.55,278.0,의무,2019-10-14 14:46:48.0,Y,N,126.9308273,37.6312466,2013-03-07 09:47:04.0,서울특별시 은평구 진관동 155 은평뉴타운,,,,,N
2064,A13611010,길음뉴타운8단지제2,아파트,서울특별시 성북구 길음로 33,서울,성북구,길음동,1285-9번지,길음로,33,029123927,029123928,,,임대,위탁관리,복도식,개별난방,1.0,120,삼성물산,삼성물산,2010-06-30 00:00:00.0,10274.0,4079.0,6286.0,120.0,0.0,0.0,,,,2026-02-09 04:36:15.0,20981344450,위탁,단일계약,위탁,0.0,84.0,의무,2018-08-10 14:10:21.0,Y,N,127.0200838,37.6090126,2013-03-07 09:47:04.0,서울특별시 성북구 길음동 1284,서울특별시 성북구 길음동 1280-4,107.0,,,N
2065,A13679402,길음뉴타운9단지제2,아파트,서울특별시 성북구 길음로9길 50,서울,성북구,길음동,1286-7,길음로9길,50,029123927,029123928,,,임대,위탁관리,계단식,개별난방,3.0,242,삼성물산,래미안길음뉴타운9단지제2관리사무소,2010-09-30 00:00:00.0,19549.0,8054.0,12066.0,242.0,0.0,0.0,,,,2026-02-09 04:36:35.0,209-81-344450,위탁,단일계약,위탁,0.0,0.0,임대,2018-08-10 14:10:50.0,Y,N,127.0212232,37.6034115,2013-03-07 09:47:04.0,서울특별시 성북구 길음동 1286,서울특별시 성북구 정릉동 173-1,129.0,,,N
2066,A13079401,대림아파트201동,아파트,서울특별시 동대문구 이문로54길 16,서울,동대문구,이문동,225-1,이문로54길,16,029691480,029691481,721.0,,임대,위탁관리,복도식,개별난방,1.0,181,대림건설,대림건설,2003-07-09 00:00:00.0,13980.0,5450.0,13977.0,181.0,0.0,0.0,,happy.i-sh.co.kr/main.do?deptid=70193,,2026-02-09 04:26:21.0,20480038810,위탁,종합계약,위탁,8213.96,130.0,임대,2013-11-29 17:49:19.0,Y,N,127.0630015,37.6047975,2013-03-07 09:46:52.0,서울특별시 동대문구 이문동 225-1,,,,,N
2067,A41279923,은평뉴타운제각말5단지제1,아파트,서울특별시 은평구 연서로48길 12,서울,은평구,진관동,,연서로48길,12,023588473,023588474,533.0,,분양,위탁관리,계단식,지역난방,13.0,330,(주)대우건설 (주)태영건설,SH공사,2010-09-08 00:00:00.0,62950.0,33660.0,42443.0,0.0,86.0,244.0,,,,2026-02-09 05:02:18.0,910-01-05243-1,위탁,종합계약,위탁,6217.59,508.0,의무,2013-05-22 15:17:38.0,Y,N,126.9321409,37.6284338,2013-03-07 09:46:52.0,서울특별시 은평구 진관동 154 은평뉴타운,,,,,N
2068,A41279924,은평뉴타운폭포동4단지제2,아파트,서울특별시 은평구 연서로44길 7,서울,은평구,진관동,140,연서로44길,7,023585472,023585473,,,분양,위탁관리,계단식,지역난방,15.0,571,현대건설(주),SH공사,2010-06-14 00:00:00.0,126511.0,71817.0,88790.0,0.0,0.0,385.0,,은평뉴타운폭포동4단지.apti.co.kr,,2026-02-09 05:02:22.0,9100074723-1,위탁,단일계약,위탁,10450.29,1119.0,의무,2013-06-23 10:44:37.0,Y,N,126.9348048,37.6379708,2013-03-07 09:46:52.0,서울특별시 은평구 진관동 140 은평뉴타운,,,,,N
2069,A14272313,송천센트레빌,아파트,서울특별시 강북구 숭인로 39,서울,강북구,미아동,송천센트레빌,숭인로,39,029896517,029896518,,,기타,위탁관리,혼합식,개별난방,5.0,376,동부건설(주),미아10-1구역재개발조합,2010-09-10 00:00:00.0,52743.0,26707.0,34584.0,184.0,149.0,43.0,,cafe.daum.net/songcheoncentreville,,2026-02-09 04:39:51.0,91001087911,위탁,단일계약,위탁,3401.6,402.0,의무,2015-10-16 14:44:14.0,Y,N,127.0252696,37.6125334,2013-03-07 09:46:52.0,서울특별시 강북구 미아동 461,서울특별시 강북구 미아동 438,57.0,,,N
2070,A13671209,래미안라센트,아파트,서울특별시 성북구 종암로24가길 80,서울,성북구,종암동,라센트아파트관리사무소,종암로24가길,80,029171426,029171429,,,분양,위탁관리,계단식,개별난방,10.0,837,삼성물산(주),종암5구역 재개발 조합,2011-01-31 00:00:00.0,129694.0,70993.0,90922.0,224.0,431.0,182.0,,,,2026-02-09 04:37:01.0,91001051151,위탁,종합계약,위탁,0.0,0.0,의무,2018-05-28 10:30:51.0,Y,N,127.0386085,37.599309,2013-03-07 09:46:52.0,서울특별시 성북구 종암동 134,서울특별시 성북구 종암동 1-79,79.0,,,N
2071,A13079402,이문현대임대,아파트,서울특별시 동대문구 한천로58길 135,서울,동대문구,이문동,54-1,한천로58길,135,029672752,029672753,,,임대,위탁관리,계단식,개별난방,1.0,188,현대건설,현대건설,2000-05-03 00:00:00.0,12863.0,6071.0,12803.0,188.0,0.0,0.0,,http://happy.i-sh.co.kr/intro.do,,2026-02-09 04:26:23.0,,위탁,,위탁,0.0,83.0,임대,2013-11-21 17:22:38.0,Y,N,127.0708389,37.6022736,2013-03-07 09:46:52.0,서울특별시 동대문구 이문동 54-1,,,,,N
2072,A13079403,이문쌍용임대,아파트,서울특별시 동대문구 한천로58길 75-45,서울,동대문구,이문동,64-1,한천로58길,75-45,029579351,029579352,,,임대,위탁관리,복도식,개별난방,1.0,245,쌍용건설,sh공사,2000-11-29 00:00:00.0,15225.0,7438.0,11339.0,245.0,0.0,0.0,,,,2026-02-09 04:26:26.0,2048001961,위탁,,위탁,0.0,0.0,임대,2013-11-21 17:22:43.0,Y,N,127.0679412,37.6017621,2013-03-07 09:46:52.0,서울특별시 동대문구 이문동 64-1,,,,,N
2073,A13679403,길음뉴타운7단지,아파트,서울특별시 성북구 길음로13길 22,서울,성북구,길음동,1285번지 길음뉴타운7단지 두산위브,길음로13길,22,029094849,029094726,,,분양,위탁관리,계단식,개별난방,6.0,449,두산건설,길음뉴타운,2010-07-28 00:00:00.0,69705.0,37581.0,49974.0,131.0,228.0,90.0,,,,2026-02-09 04:36:37.0,128-81-18490,위탁,단일계약,위탁,0.0,528.0,의무,2018-01-17 09:22:47.0,Y,N,127.0188321,37.6097649,2013-03-07 09:46:52.0,서울특별시 성북구 길음동 1285 길음7구역,,,,,N
2074,A41279925,은평뉴타운제각말5단지제3,아파트,서울특별시 은평구 연서로 487,서울,은평구,진관동,94번지 은평뉴타운 제각말5단지 제3관리사무소,연서로,487,023588146,023588147,,,분양,위탁관리,계단식,지역난방,7.0,189,대우푸르지오,SH공사,2010-09-08 00:00:00.0,34736.0,18313.0,23274.0,0.0,96.0,93.0,,,,2026-02-09 05:02:25.0,11080124640,위탁,단일계약,위탁,0.0,268.0,의무,2019-09-24 16:09:23.0,Y,N,126.9168896,37.6340464,2013-03-07 09:46:52.0,서울특별시 은평구 진관동 94,서울특별시 은평구 진관동 108,97.0,,,N
2075,A15178203,봉천두산3단지,아파트,서울특별시 관악구 양녕로 31,서울,관악구,봉천동,봉천두산3단지아파트,양녕로,31,0232854235,0232854236,,,임대,위탁관리,복도식,개별난방,3.0,560,두산건설,서울시,2000-12-28 00:00:00.0,33774.0,17556.0,33774.0,560.0,0.0,0.0,,happy.i-sh.co.kr/main.do?deptid=70167,,2026-02-09 05:59:31.0,119-80-00757-0,위탁,단일계약,위탁,1760.08,264.0,임대,2015-11-11 15:15:42.0,Y,N,126.9459464,37.4853533,2013-03-07 09:46:52.0,서울특별시 관악구 봉천동 1708-2,,,,,N
2076,A15072002,당산SHVILLE,아파트,서울특별시 영등포구 영신로 183,서울,영등포구,당산동3가,562번지,영신로,183,0220685428,0220685430,,,임대,직영,계단식,개별난방,2.0,195,두산건설,에스에이치공사,2005-06-30 00:00:00.0,25684.0,15597.0,22562.0,38.0,157.0,0.0,,happy.i-sh.co.kr,,2026-02-09 05:45:31.0,00000000000,위탁,단일계약,위탁,0.0,214.0,임대,2013-11-21 13:02:30.0,Y,N,126.9015338,37.5242149,2013-03-07 09:46:52.0,서울특별시 영등포구 당산동3가 562 당산 SH,,,,,N
2077,A41279926,은평뉴타운폭포동4단지제3,아파트,서울특별시 은평구 연서로44길 30,서울,은평구,진관동,은평뉴타운폭포동4단지,연서로44길,30,023585935,023585936,,,분양,위탁관리,계단식,지역난방,3.0,126,현대건설,SH공사,2010-06-14 00:00:00.0,26308.0,14787.0,18454.0,0.0,0.0,125.0,,,,2026-02-09 05:02:29.0,200000000,직영,종합계약,직영,1814.89,228.0,임의,2015-10-05 11:55:19.0,Y,N,126.9396204,37.6434624,2013-03-07 09:46:52.0,서울특별시 은평구 진관동 132 은평뉴타운,,,,,N
